,id,title,authorships,publication_year,countries_distinct_count,institutions_distinct_count,referenced_works_count,is_retracted
0,https://openalex.org/W3134443160,The anti-vaccination infodemic on social media: A behavioral analysis,"[{'author_position': 'first', 'author': {'id': 'https://openalex.org/A5066021330', 'display_name': 'Federico Germani', 'orcid': 'https://orcid.org/0000-0002-5604-0437'}, 'institutions': [{'id': 'https://openalex.org/I202697423', 'display_name': 'University of Zurich', 'ror': 'https://ror.org/02crff812', 'country_code': 'CH', 'type': 'education', 'lineage': ['https://openalex.org/I202697423']}], 'countries': ['CH'], 'is_corresponding': True, 'raw_author_name': 'Federico Germani', 'raw_affiliation_string': 'Institute of Biomedical Ethics and History of Medicine, University of Zurich, Zürich, Switzerland', 'raw_affiliation_strings': ['Institute of Biomedical Ethics and History of Medicine, University of Zurich, Zürich, Switzerland']}, {'author_position': 'last', 'author': {'id': 'https://openalex.org/A5083216938', 'display_name': 'Nikola Biller‐Andorno', 'orcid': 'https://orcid.org/0000-0001-7661-1324'}, 'institutions': [{'id': 'https://openalex.org/I202697423', 'display_name': 'University of Zurich', 'ror': 'https://ror.org/02crff812', 'country_code': 'CH', 'type': 'education', 'lineage': ['https://openalex.org/I202697423']}], 'countries': ['CH'], 'is_corresponding': False, 'raw_author_name': 'Nikola Biller-Andorno', 'raw_affiliation_string': 'Institute of Biomedical Ethics and History of Medicine, University of Zurich, Zürich, Switzerland', 'raw_affiliation_strings': ['Institute of Biomedical Ethics and History of Medicine, University of Zurich, Zürich, Switzerland']}]",2021,1,1,44,True
1,https://openalex.org/W3014779806,ACC-deaminase producing plant growth promoting rhizobacteria and biochar mitigate adverse effects of drought stress on maize growth,"[{'author_position': 'first', 'author': {'id': 'https://openalex.org/A5019980755', 'display_name': 'Subhan Danish', 'orcid': 'https://orcid.org/0000-0002-6182-6207'}, 'institutions': [{'id': 'https://openalex.org/I127670440', 'display_name': 'Bahauddin Zakariya University', 'ror': 'https://ror.org/05x817c41', 'country_code': 'PK', 'type': 'education', 'lineage': ['https://openalex.org/I127670440']}], 'countries': ['PK'], 'is_corresponding': False, 'raw_author_name': 'Subhan Danish', 'raw_affiliation_string': 'Department of Soil Science, Bahauddin Zakariya University, Multan, Pakistan', 'raw_affiliation_strings': ['Department of Soil Science, Bahauddin Zakariya University, Multan, Pakistan']}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A5003930577', 'display_name': 'Muhammad Zafar-ul-Hye', 'orcid': 'https://orcid.org/0000-0001-6482-4656'}, 'institutions': [{'id': 'https://openalex.org/I127670440', 'display_name': 'Bahauddin Zakariya University', 'ror': 'https://ror.org/05x817c41', 'country_code': 'PK', 'type': 'education', 'lineage': ['https://openalex.org/I127670440']}], 'countries': ['PK'], 'is_corresponding': False, 'raw_author_name': 'Muhammad Zafar-ul-Hye', 'raw_affiliation_string': 'Department of Soil Science, Bahauddin Zakariya University, Multan, Pakistan', 'raw_affiliation_strings': ['Department of Soil Science, Bahauddin Zakariya University, Multan, Pakistan']}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A5064355722', 'display_name': 'Fauzia Mohsin', 'orcid': None}, 'institutions': [], 'countries': [], 'is_corresponding': False, 'raw_author_name': 'Fauzia Mohsin', 'raw_affiliation_string': '', 'raw_affiliation_strings': []}, {'author_position': 'last', 'author': {'id': 'https://openalex.org/A5002674897', 'display_name': 'Mubshar Hussain', 'orcid': 'https://orcid.org/0000-0002-0696-6282'}, 'institutions': [{'id': 'https://openalex.org/I176790772', 'display_name': 'Murdoch University', 'ror': 'https://ror.org/00r4sry34', 'country_code': 'AU', 'type': 'education', 'lineage': ['https://openalex.org/I176790772']}, {'id': 'https://openalex.org/I127670440', 'display_name': 'Bahauddin Zakariya University', 'ror': 'https://ror.org/05x817c41', 'country_code': 'PK', 'type': 'education', 'lineage': ['https://openalex.org/I127670440']}], 'countries': ['AU', 'PK'], 'is_corresponding': True, 'raw_author_name': 'Mubshar Hussain', 'raw_affiliation_string': 'Agriculture Discipline, College of Science Health, Engineering and Education, Murdoch University, Murdoch, Australia; Department of Agronomy, Bahauddin Zakariya University, Multan, Pakistan', 'raw_affiliation_strings': ['Agriculture Discipline, College of Science Health, Engineering and Education, Murdoch University, Murdoch, Australia', 'Department of Agronomy, Bahauddin Zakariya University, Multan, Pakistan']}]",2020,2,2,48,True
2,https://openalex.org/W3209586559,Application of local fully Convolutional Neural Network combined with YOLO v5 algorithm in small target detection of remote sensing image,"[{'author_position': 'first', 'author': {'id': 'https://openalex.org/A5071214862', 'display_name': 'Wentong Wu', 'orcid': None}, 'institutions': [{'id': 'https://openalex.org/I4210155232', 'display_name': 'Fiberhome Technology Group (China)', 'ror': 'https://ror.org/04yv20134', 'country_code': 'CN', 'type': 'company', 'lineage': ['https://openalex.org/I4210155232']}], 'countries': ['CN'], 'is_corresponding': False, 'raw_author_name': 'Wentong Wu', 'raw_affiliation_string': 'Basic Research and Development Department of Xi’an FiberHome software and technology CO., LTD, Xi’an City, China', 'raw_affiliation_strings': ['Basic Research and Development Department of Xi’an FiberHome software and technology CO., LTD, Xi’an City, China']}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A5081489339', 'display_name': 'Ran Liu', 'orcid': 'https://orcid.org/0000-0002-6618-1380'}, 'institutions': [{'id': 'https://openalex.org/I4210131919', 'display_name': ""Xi'an University of Technology"", 'ror': 'https://ror.org/038avdt50', 'country_code': 'CN', 'type': 'education', 'lineage': ['https://openalex.org/I4210131919']}], 'countries': ['CN'], 'is_corresponding': True, 'raw_author_name': 'Han Liu', 'raw_affiliation_string': 'School of Automation and Information Engineering University, Xi’an University of Technology, Xi’an City, China', 'raw_affiliation_strings': ['School of Automation and Information Engineering University, Xi’an University of Technology, Xi’an City, China']}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A5077920175', 'display_name': 'Lingling Li', 'orcid': 'https://orcid.org/0000-0002-6130-2518'}, 'institutions': [{'id': 'https://openalex.org/I149594827', 'display_name': 'Xidian University', 'ror': 'https://ror.org/05s92vm98', 'country_code': 'CN', 'type': 'education', 'lineage': ['https://openalex.org/I149594827']}], 'countries': ['CN'], 'is_corresponding': False, 'raw_author_name': 'Lingling Li', 'raw_affiliation_string': 'School of Artificial Intelligence, Xidian University, Xi’an, China', 'raw_affiliation_strings': ['School of Artificial Intelligence, Xidian University, Xi’an, China']}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A5000739439', 'display_name': 'Yilin Long', 'orcid': None}, 'institutions': [{'id': 'https://openalex.org/I4210155232', 'display_name': 'Fiberhome Technology Group (China)', 'ror': 'https://ror.org/04yv20134', 'country_code': 'CN', 'type': 'company', 'lineage': ['https://openalex.org/I4210155232']}], 'countries': ['CN'], 'is_corresponding': False, 'raw_author_name': 'Yilin Long', 'raw_affiliation_string': 'Basic Research and Development Department of Xi’an FiberHome software and technology CO., LTD, Xi’an City, China', 'raw_affiliation_strings': ['Basic Research and Development Department of Xi’an FiberHome software and technology CO., LTD, Xi’an City, China']}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A5040205022', 'display_name': 'Xiaodong Wang', 'orcid': 'https://orcid.org/0000-0002-3299-616X'}, 'institutions': [{'id': 'https://openalex.org/I4210155232', 'display_name': 'Fiberhome Technology Group (China)', 'ror': 'https://ror.org/04yv20134', 'country_code': 'CN', 'type': 'company', 'lineage': ['https://openalex.org/I4210155232']}], 'countries': ['CN'], 'is_corresponding': False, 'raw_author_name': 'Xiaodong Wang', 'raw_affiliation_string': 'Basic Research and Development Department of Xi’an FiberHome software and technology CO., LTD, Xi’an City, China', 'raw_affiliation_strings': ['Basic Research and Development Department of Xi’an FiberHome software and technology CO., LTD, Xi’an City, China']}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A5067568575', 'display_name': 'Zhuohua Wang', 'orcid': None}, 'institutions': [{'id': 'https://openalex.org/I4210155232', 'display_name': 'Fiberhome Technology Group (China)', 'ror': 'https://ror.org/04yv20134', 'country_code': 'CN', 'type': 'company', 'lineage': ['https://openalex.org/I4210155232']}], 'countries': ['CN'], 'is_corresponding': False, 'raw_author_name': 'Zhuohua Wang', 'raw_affiliation_string': 'Basic Research and Development Department of Xi’an FiberHome software and technology CO., LTD, Xi’an City, China', 'raw_affiliation_strings': ['Basic Research and Development Department of Xi’an FiberHome software and technology CO., LTD, Xi’an City, China']}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A5024295289', 'display_name': 'Jinglun Li', 'orcid': 'https://orcid.org/0000-0003-1635-4834'}, 'institutions': [{'id': 'https://openalex.org/I4210155232', 'display_name': 'Fiberhome Technology Group (China)', 'ror': 'https://ror.org/04yv20134', 'country_code': 'CN', 'type': 'company', 'lineage': ['https://openalex.org/I4210155232']}], 'countries': ['CN'], 'is_corresponding': False, 'raw_author_name': 'Jinglun Li', 'raw_affiliation_string': 'Basic Research and Development Department of Xi’an FiberHome software and technology CO., LTD, Xi’an City, China', 'raw_affiliation_strings': ['Basic Research and Development Department of Xi’an FiberHome software and technology CO., LTD, Xi’an City, China']}, {'author_position': 'last', 'author': {'id': 'https://openalex.org/A5049349192', 'display_name': 'Yi Chang', 'orcid': 'https://orcid.org/0000-0002-2417-1328'}, 'institutions': [{'id': 'https://openalex.org/I4210155232', 'display_name': 'Fiberhome Technology Group (China)', 'ror': 'https://ror.org/04yv20134', 'country_code': 'CN', 'type': 'company', 'lineage': ['https://openalex.org/I4210155232']}], 'countries': ['CN'], 'is_corresponding': False, 'raw_author_name': 'Yi Chang', 'raw_affiliation_string': 'Basic Research and Development Department of Xi’an FiberHome software and technology CO., LTD, Xi’an City, China', 'raw_affiliation_strings': ['Basic Research and Development Department of Xi’an FiberHome software and technology CO., LTD, Xi’an City, China']}]",2021,1,3,16,True
3,https://openalex.org/W3024735271,Terminal drought and heat stress alter physiological and biochemical attributes in flag leaf of bread wheat,"[{'author_position': 'first', 'author': {'id': 'https://openalex.org/A5028147761', 'display_name': 'Abdul Sattar', 'orcid': 'https://orcid.org/0000-0002-8153-0075'}, 'institutions': [{'id': 'https://openalex.org/I127670440', 'display_name': 'Bahauddin Zakariya University', 'ror': 'https://ror.org/05x817c41', 'country_code': 'PK', 'type': 'education', 'lineage': ['https://openalex.org/I127670440']}], 'countries': ['PK'], 'is_corresponding': False, 'raw_author_name': 'Abdul Sattar', 'raw_affiliation_string': 'College of Agriculture, Bahauddin Zakariya University, Bahadur Sub-Campus Layyah, Layyah, Pakistan', 'raw_affiliation_strings': ['College of Agriculture, Bahauddin Zakariya University, Bahadur Sub-Campus Layyah, Layyah, Pakistan']}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A5012986205', 'display_name': 'Ahmad Sher', 'orcid': 'https://orcid.org/0000-0003-2320-0876'}, 'institutions': [{'id': 'https://openalex.org/I127670440', 'display_name': 'Bahauddin Zakariya University', 'ror': 'https://ror.org/05x817c41', 'country_code': 'PK', 'type': 'education', 'lineage': ['https://openalex.org/I127670440']}], 'countries': ['PK'], 'is_corresponding': False, 'raw_author_name': 'Ahmad Sher', 'raw_affiliation_string': 'College of Agriculture, Bahauddin Zakariya University, Bahadur Sub-Campus Layyah, Layyah, Pakistan', 'raw_affiliation_strings': ['College of Agriculture, Bahauddin Zakariya University, Bahadur Sub-Campus Layyah, Layyah, Pakistan']}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A5089413297', 'display_name': 'Muhammad Ijaz', 'orcid': 'https://orcid.org/0000-0001-7110-602X'}, 'institutions': [{'id': 'https://openalex.org/I127670440', 'display_name': 'Bahauddin Zakariya University', 'ror': 'https://ror.org/05x817c41', 'country_code': 'PK', 'type': 'education', 'lineage': ['https://openalex.org/I127670440']}], 'countries': ['PK'], 'is_corresponding': False, 'raw_author_name': 'Muhammad Ijaz', 'raw_affiliation_string': 'College of Agriculture, Bahauddin Zakariya University, Bahadur Sub-Campus Layyah, Layyah, Pakistan', 'raw_affiliation_strings': ['College of Agriculture, Bahauddin Zakariya University, Bahadur Sub-Campus Layyah, Layyah, Pakistan']}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A5010782102', 'display_name': 'Sami Ul‐Allah', 'orcid': 'https://orcid.org/0000-0003-1619-9432'}, 'institutions': [{'id': 'https://openalex.org/I127670440', 'display_name': 'Bahauddin Zakariya University', 'ror': 'https://ror.org/05x817c41', 'country_code': 'PK', 'type': 'education', 'lineage': ['https://openalex.org/I127670440']}], 'countries': ['PK'], 'is_corresponding': True, 'raw_author_name': 'Sami Ul-Allah', 'raw_affiliation_string': 'College of Agriculture, Bahauddin Zakariya University, Bahadur Sub-Campus Layyah, Layyah, Pakistan', 'raw_affiliation_strings': ['College of Agriculture, Bahauddin Zakariya University, Bahadur Sub-Campus Layyah, Layyah, Pakistan']}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A5015790355', 'display_name': 'Muhammad Rizwan', 'orcid': 'https://orcid.org/0000-0002-8381-0687'}, 'institutions': [{'id': 'https://openalex.org/I174731842', 'display_name': 'Islamia University of Bahawalpur', 'ror': 'https://ror.org/002rc4w13', 'country_code': 'PK', 'type': 'education', 'lineage': ['https://openalex.org/I174731842']}], 'countries': ['PK'], 'is_corresponding': True, 'raw_author_name': 'Muhammad Shahid Rizwan', 'raw_affiliation_string': 'Cholistan Institute of Desert Studies (CIDS), The Islamia University of Bahawalpur, Bahawalpur, Pakistan', 'raw_affiliation_strings': ['Cholistan Institute of Desert Studies (CIDS), The Islamia University of Bahawalpur, Bahawalpur, Pakistan']}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A5062400550', 'display_name': 'Mubshar Hussain', 'orcid': 'https://orcid.org/0000-0003-0542-047X'}, 'institutions': [{'id': 'https://openalex.org/I127670440', 'display_name': 'Bahauddin Zakariya University', 'ror': 'https://ror.org/05x817c41', 'country_code': 'PK', 'type': 'education', 'lineage': ['https://openalex.org/I127670440']}], 'countries': ['PK'], 'is_corresponding': False, 'raw_author_name': 'Mubshar Hussain', 'raw_affiliation_string': 'Department of Agronomy, Bahauddin Zakariya University, Multan, Pakistan', 'raw_affiliation_strings': ['Department of Agronomy, Bahauddin Zakariya University, Multan, Pakistan']}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A5019645353', 'display_name': 'Khawar Jabran', 'orcid': 'https://orcid.org/0000-0001-8512-3330'}, 'institutions': [{'id': 'https://openalex.org/I198265615', 'display_name': 'Niğde Ömer Halisdemir Üniversitesi', 'ror': 'https://ror.org/03ejnre35', 'country_code': 'TR', 'type': 'education', 'lineage': ['https://openalex.org/I198265615']}], 'countries': ['TR'], 'is_corresponding': False, 'raw_author_name': 'Khawar Jabran', 'raw_affiliation_string': 'Department of Plant Production and Technologies, Faculty of Agricultural Sciences and Technologies, Nigde Omer Halisdemir University, Nigde, Turkey', 'raw_affiliation_strings': ['Department of Plant Production and Technologies, Faculty of Agricultural Sciences and Technologies, Nigde Omer Halisdemir University, Nigde, Turkey']}, {'author_position': 'last', 'author': {'id': 'https://openalex.org/A5056916325', 'display_name': 'Mumtaz Cheema', 'orcid': 'https://orcid.org/0000-0003-1078-3179'}, 'institutions': [{'id': 'https://openalex.org/I130438778', 'display_name': 'Memorial University of Newfoundland', 'ror': 'https://ror.org/04haebc03', 'country_code': 'CA', 'type': 'education', 'lineage': ['https://openalex.org/I130438778']}], 'countries': ['CA'], 'is_corresponding': False, 'raw_author_name': 'Mumtaz A. Cheema', 'raw_affiliation_string': 'School of Science and the Environment, Grenfell Campus Memorial University of Newfoundland, Corner Brook, Canada', 'raw_affiliation_strings': ['School of Science and the Environment, Grenfell Campus Memorial University of Newfoundland, Corner Brook, Canada']}]",2020,3,4,52,True
4,https://openalex.org/W4213453867,Effect of zinc nanoparticles seed priming and foliar application on the growth and physio-biochemical indices of spinach (Spinacia oleracea L.) under salt stress,"[{'author_position': 'first', 'author': {'id': 'https://openalex.org/A5056755159', 'display_name': 'Sara Zafar', 'orcid': None}, 'institutions': [{'id': 'https://openalex.org/I194348271', 'display_name': 'Government College University, Faisalabad', 'ror': 'https://ror.org/051zgra59', 'country_code': 'PK', 'type': 'education', 'lineage': ['https://openalex.org/I194348271']}], 'countries': ['PK'], 'is_corresponding': False, 'raw_author_name': 'Sara Zafar', 'raw_affiliation_string': 'Government College University, Faisalabad, Pakistan.', 'raw_affiliation_strings': ['Government College University, Faisalabad, Pakistan.']}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A5028050635', 'display_name': 'Shagufta Perveen', 'orcid': 'https://orcid.org/0000-0002-3318-9861'}, 'institutions': [{'id': 'https://openalex.org/I194348271', 'display_name': 'Government College University, Faisalabad', 'ror': 'https://ror.org/051zgra59', 'country_code': 'PK', 'type': 'education', 'lineage': ['https://openalex.org/I194348271']}], 'countries': ['PK'], 'is_corresponding': False, 'raw_author_name': 'Shagufta Perveen', 'raw_affiliation_string': 'Government College University, Faisalabad, Pakistan', 'raw_affiliation_strings': ['Government College University, Faisalabad, Pakistan']}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A5088692609', 'display_name': 'Muhammad Kamran Khan', 'orcid': 'https://orcid.org/0000-0001-7989-4219'}, 'institutions': [{'id': 'https://openalex.org/I194348271', 'display_name': 'Government College University, Faisalabad', 'ror': 'https://ror.org/051zgra59', 'country_code': 'PK', 'type': 'education', 'lineage': ['https://openalex.org/I194348271']}], 'countries': ['PK'], 'is_corresponding': False, 'raw_author_name': 'Muhammad Kamran Khan', 'raw_affiliation_string': 'Government College University, Faisalabad, Pakistan', 'raw_affiliation_strings': ['Government College University, Faisalabad, Pakistan']}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A5064727987', 'display_name': 'Muhammad Rashid Shaheen', 'orcid': None}, 'institutions': [{'id': 'https://openalex.org/I174731842', 'display_name': 'Islamia University of Bahawalpur', 'ror': 'https://ror.org/002rc4w13', 'country_code': 'PK', 'type': 'education', 'lineage': ['https://openalex.org/I174731842']}], 'countries': ['PK'], 'is_corresponding': False, 'raw_author_name': 'Muhammad Rashid Shaheen', 'raw_affiliation_string': 'Department of Horticultural Sciences, Faculty of Agriculture and Environment, The Islamia University of Bahawalpur, Bahawalpur, Punjab, Pakistan', 'raw_affiliation_strings': ['Department of Horticultural Sciences, Faculty of Agriculture and Environment, The Islamia University of Bahawalpur, Bahawalpur, Punjab, Pakistan']}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A5007639388', 'display_name': 'Rashid Hussain', 'orcid': 'https://orcid.org/0000-0002-6586-7241'}, 'institutions': [{'id': 'https://openalex.org/I174731842', 'display_name': 'Islamia University of Bahawalpur', 'ror': 'https://ror.org/002rc4w13', 'country_code': 'PK', 'type': 'education', 'lineage': ['https://openalex.org/I174731842']}], 'countries': ['PK'], 'is_corresponding': False, 'raw_author_name': 'Rashid Hussain', 'raw_affiliation_string': 'Department of Horticultural Sciences, Faculty of Agriculture and Environment, The Islamia University of Bahawalpur, Bahawalpur, Punjab, Pakistan', 'raw_affiliation_strings': ['Department of Horticultural Sciences, Faculty of Agriculture and Environment, The Islamia University of Bahawalpur, Bahawalpur, Punjab, Pakistan']}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A5002558255', 'display_name': 'Nadeem Sarwar', 'orcid': 'https://orcid.org/0000-0003-4273-3280'}, 'institutions': [{'id': 'https://openalex.org/I144552512', 'display_name': 'Nuclear Institute for Agriculture and Biology', 'ror': 'https://ror.org/01cyxvw51', 'country_code': 'PK', 'type': 'facility', 'lineage': ['https://openalex.org/I144552512']}, {'id': 'https://openalex.org/I4210138501', 'display_name': 'Chinese Academy of Agricultural Sciences', 'ror': 'https://ror.org/0313jb750', 'country_code': 'CN', 'type': 'government', 'lineage': ['https://openalex.org/I4210138501', 'https://openalex.org/I4210151987']}], 'countries': ['CN', 'PK'], 'is_corresponding': False, 'raw_author_name': 'Nadeem Sarwar', 'raw_affiliation_string': 'Graduate School of Chinese Academy of Agricultural Sciences (GSCAAS), Beijing, China; Nuclear Institute for Agriculture and Biology (NIAB), Faisalabad, Punjab, Pakistan', 'raw_affiliation_strings': ['Graduate School of Chinese Academy of Agricultural Sciences (GSCAAS), Beijing, China', 'Nuclear Institute for Agriculture and Biology (NIAB), Faisalabad, Punjab, Pakistan']}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A5080439573', 'display_name': 'Sohail Rashid', 'orcid': 'https://orcid.org/0000-0003-1509-1542'}, 'institutions': [{'id': 'https://openalex.org/I4210110596', 'display_name': 'Ayub Agriculture Research Institute', 'ror': 'https://ror.org/01qbsyz51', 'country_code': 'PK', 'type': 'government', 'lineage': ['https://openalex.org/I4210110596']}], 'countries': ['PK'], 'is_corresponding': False, 'raw_author_name': 'Sahar Rashid', 'raw_affiliation_string': 'Horticultural Research Institute, Ayub Agricultural Research Institute, Faisalabad, Punjab, Pakistan', 'raw_affiliation_strings': ['Horticultural Research Institute, Ayub Agricultural Research Institute, Faisalabad, Punjab, Pakistan']}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A5087302355', 'display_name': 'Muhammad Nafees', 'orcid': 'https://orcid.org/0000-0003-0947-0810'}, 'institutions': [{'id': 'https://openalex.org/I174731842', 'display_name': 'Islamia University of Bahawalpur', 'ror': 'https://ror.org/002rc4w13', 'country_code': 'PK', 'type': 'education', 'lineage': ['https://openalex.org/I174731842']}], 'countries': ['PK'], 'is_corresponding': False, 'raw_author_name': 'Muhammad Nafees', 'raw_affiliation_string': 'Department of Horticultural Sciences, Faculty of Agriculture and Environment, The Islamia University of Bahawalpur, Bahawalpur, Punjab, Pakistan', 'raw_affiliation_strings': ['Department of Horticultural Sciences, Faculty of Agriculture and Environment, The Islamia University of Bahawalpur, Bahawalpur, Punjab, Pakistan']}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A5052247292', 'display_name': 'Ghulam Farid', 'orcid': None}, 'institutions': [{'id': 'https://openalex.org/I144552512', 'display_name': 'Nuclear Institute for Agriculture and Biology', 'ror': 'https://ror.org/01cyxvw51', 'country_code': 'PK', 'type': 'facility', 'lineage': ['https://openalex.org/I144552512']}], 'countries': ['PK'], 'is_corresponding': False, 'raw_author_name': 'Ghulam Farid', 'raw_affiliation_string': 'Nuclear Institute for Agriculture and Biology (NIAB), Faisalabad, Punjab, Pakistan', 'raw_affiliation_strings': ['Nuclear Institute for Agriculture and Biology (NIAB), Faisalabad, Punjab, Pakistan']}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A5061065084', 'display_name': 'Saud Alamri', 'orcid': 'https://orcid.org/0000-0003-2565-1101'}, 'institutions': [{'id': 'https://openalex.org/I28022161', 'display_name': 'King Saud University', 'ror': 'https://ror.org/02f81g417', 'country_code': 'SA', 'type': 'education', 'lineage': ['https://openalex.org/I28022161']}], 'countries': ['SA'], 'is_corresponding': False, 'raw_author_name': 'Saud Alamri', 'raw_affiliation_string': 'Department of Botany and Microbiology, College of Science, King Saud University, Riyadh, Saudi Arabia', 'raw_affiliation_strings': ['Department of Botany and Microbiology, College of Science, King Saud University, Riyadh, Saudi Arabia']}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A5034558947', 'display_name': 'Anis Ali Shah', 'orcid': 'https://orcid.org/0000-0003-2071-9939'}, 'institutions': [{'id': 'https://openalex.org/I5100685', 'display_name': 'University of Education', 'ror': 'https://ror.org/052z7nw84', 'country_code': 'PK', 'type': 'education', 'lineage': ['https://openalex.org/I5100685']}, {'id': 'https://openalex.org/I3130814776', 'display_name': 'University of Okara', 'ror': 'https://ror.org/02fmg6q11', 'country_code': 'PK', 'type': 'education', 'lineage': ['https://openalex.org/I3130814776']}], 'countries': ['PK'], 'is_corresponding': False, 'raw_author_name': 'Anis Ali Shah', 'raw_affiliation_string': 'Department of Botany, Division of Science and Technology University of Education, Lahore, Pakistan', 'raw_affiliation_strings': ['Department of Botany, Division of Science and Technology University of Education, Lahore, Pakistan']}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A5085962892', 'display_name': 'Talha Javed', 'orcid': 'https://orcid.org/0000-0003-2986-9992'}, 'institutions': [{'id': 'https://openalex.org/I61057504', 'display_name': 'Fujian Agriculture and Forestry University', 'ror': 'https://ror.org/04kx2sy84', 'country_code': 'CN', 'type': 'education', 'lineage': ['https://openalex.org/I61057504']}], 'countries': ['CN'], 'is_corresponding': False, 'raw_author_name': 'Talha Javed', 'raw_affiliation_string': 'College of Agriculture, Fujian Agriculture and Forestry University, Fuzhou, China', 'raw_affiliation_strings': ['College of Agriculture, Fujian Agriculture and Forestry University, Fuzhou, China']}, {'author_position': 'middle', 'author': {'id': 'https://openalex.org/A5036783426', 'display_name': 'Mohammad Irfan', 'orcid': 'https://orcid.org/0000-0002-7877-5530'}, 'institutions': [{'id': 'https://openalex.org/I205783295', 'display_name': 'Cornell University', 'ror': 'https://ror.org/05bnh6r87', 'country_code': 'US', 'type': 'education', 'lineage': ['https://openalex.org/I205783295']}], 'countries': ['US'], 'is_corresponding': False, 'raw_author_name': 'Mohammad Irfan', 'raw_affiliation_string': 'Plant Biology Section, School of Integrative Plant Science, Cornell University, Ithaca, NY, United States of America', 'raw_affiliation_strings': ['Plant Biology Section, School of Integrative Plant Science, Cornell University, Ithaca, NY, United States of America']}, {'author_position': 'last', 'author': {'id': 'https://openalex.org/A5011463115', 'display_name': 'Manzer H. Siddiqui', 'orcid': 'https://orcid.org/0000-0003-2840-4608'}, 'institutions': [{'id': 'https://openalex.org/I28022161', 'display_name': 'King Saud University', 'ror': 'https://ror.org/02f81g417', 'country_code': 'SA', 'type': 'education', 'lineage': ['https://openalex.org/I28022161']}], 'countries': ['SA'], 'is_corresponding': True, 'raw_author_name': 'Manzer H Siddiqui', 'raw_affiliation_string': 'Department of Botany and Microbiology, College of Science, King Saud University, Riyadh, Saudi Arabia', 'raw_affiliation_strings': ['Department of Botany and Microbiology, College of Science, King Saud University, Riyadh, Saudi Arabia']}]",2022,4,10,46,True
